request_id,run_id,authority,source_node_id,source_attempt,requested_at
rework:8d9586ab9998ae27d4a508cb8a1e871694d29a6e0e03812db7506fac01b87403,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,qa,qa,1,2026-09-24T10:31:27.952Z
rework:35d4d224a66001959ecaae1e11465c404d3f10b14b63fe811ee7342134701316,ab5dd282-431b-4006-afc3-7ed1220f794e,qa,qa,1,2026-09-24T10:51:00.030Z
rework:1baeb8427cd00cf90894b44f1250d23d0f4b733e6d20c3d58d4a64ce6abe4369,f8ac913d-a9dc-4e8c-875b-7bb155c1b258,qa,qa,1,2026-09-24T10:57:05.538Z
rework:1e2d2f71dda85b2552ee3e1e826a605cbbd3c32016134f89bfb0c29b6dd3a0ec,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,engine,implement,2,2026-09-24T11:02:56.468Z
rework:c81039ab3b9ef46275be141ae58d9daadbb25e1b6e1329534ec3b77c83be39d2,7319fcce-5025-4860-90e9-da2234b3573d,qa,qa,1,2026-09-24T11:31:55.483Z
rework:97cf6f4ff53b444ef4efbed9a50fecde0e1efae7c2d6fe486937e15db92c742c,be388028-7bcd-428d-a4bc-768ee5cbb9f9,qa,qa,1,2026-09-24T11:31:58.663Z
rework:afe44560ba99e3c7e6186deee7b67c5966f9428fdd6a5a35339a53174aae5ca6,3e1394b1-80d4-4cbc-9868-9f1fe4ffa716,qa,qa,2,2026-09-24T11:56:27.912Z
rework:8947fb8c01d27117c345e265224e538d3aafd78faff12167928904c0c931a6ec,f3ff962e-87c7-488d-9669-6864a1e66957,qa,qa,1,2026-09-24T12:12:24.690Z
rework:2e9094ad6bcdabc9aa90562f305cc540d96f0799b43a4d707ddd4382b70dc60f,533ba1e1-bc5e-47ba-82bf-f3115b1a1625,qa,qa,1,2026-09-24T13:28:21.945Z
rework:7b4ec0f29f77de5e7150a3e522234a90ddc42b591d3dd67b3917cf262f863c0a,4079b623-5e51-4f4b-81c8-f928c50c494a,qa,qa,1,2026-09-24T14:13:47.558Z
rework:a43b36e01c708c9ea66e1a8b79743bb51b1077aa5be5401e65df4568ca7da092,be388028-7bcd-428d-a4bc-768ee5cbb9f9,engine,implement,2,2026-09-24T14:34:45.400Z
rework:c0fef5232f8691d19f717328b3c081d090686a5527db9a25b1b0fc0e463a1474,71a3626b-2878-41da-826e-b8bdf7b0f2ad,qa,qa,1,2026-09-24T14:40:59.260Z
rework:63097c2662636d7622a48e59949a3a889198a94737c013294b70d5e9671ae072,fcdd8fc0-1c5a-492f-93ce-250874a37321,qa,qa,1,2026-09-24T15:00:06.647Z
rework:eb88b9cb36981ce2260db900a8d1bee3c0e4aa2a31ac3718e264bf8c1589e54d,8e34afec-6c93-490d-99a2-a0088b326e57,qa,qa,1,2026-09-24T15:31:37.980Z
rework:fcd0502ea792df8de97548b468f6ce21297115cd84b7ab371d3ff61c31bff03a,2d211ed0-adc7-4086-ab30-93b048caf040,qa,qa,1,2026-09-24T15:53:00.594Z
rework:8dae5b319e5c446ac48b4fcf27301cdc2d151caa2840bb71b6ab896a4df6461c,be388028-7bcd-428d-a4bc-768ee5cbb9f9,qa,qa,2,2026-09-24T16:31:00.799Z
rework:208ebed40bed93cc11e8dc53c6af3d94ef1bf921b47a6c2798f5d630156c3d95,7b4f9a8c-4aad-4725-928e-ef430c132f69,engine,land,1,2026-09-24T16:30:58.143Z
rework:a3a4801103ddf30fac1c8db124869f046eb8c896542d053153247c685acb2644,37b0cd13-9ff2-445f-ab31-0d5dfc742b13,qa,qa,1,2026-09-24T16:39:54.988Z
rework:4e25a54d2f4354e2ed8d6b4ae2494ba39b70fefb61030ab239fc1310fa36d972,fac0dd47-6397-4d7b-beb6-ad242492dc79,qa,qa,1,2026-09-24T16:47:41.235Z
rework:4de32dbc9d26a1bbe235cc2654f23c4c6aef916dca000516f7fae4ea035dd0b1,7b4f9a8c-4aad-4725-928e-ef430c132f69,engine,implement,2,2026-09-24T17:09:50.208Z
rework:1b1407998448dbcdf7275a6c2eb75e77c0811f374f2c96a61112e30096bf5768,7b4f9a8c-4aad-4725-928e-ef430c132f69,qa,qa,2,2026-09-24T17:19:21.504Z
rework:2a11c788cb1561a9551920e80f12fa1da7a485f91be66342d99b22ed81e7f568,5bbad7fb-5eeb-4d95-acb3-935be82deb53,lead,founder_gate,1,2026-09-24T17:36:25.686Z
rework:58f889ea0736e91aea80bd0f15213c7468c0bade4ad4b2dad2cd56fe60de8512,37b0cd13-9ff2-445f-ab31-0d5dfc742b13,engine,implement,2,2026-09-24T17:45:31.374Z
rework:2c615efe23ea88867856e5f884dfe004d141a80d7101763e0593f402768d024b,f13e644b-b171-47db-97f6-b8173a379731,qa,qa,1,2026-09-24T17:53:24.850Z
rework:59b5902454f0ed50c81f1227e11aa11e144f6fddd4eade2466e790b1c628ce46,438b1a33-dd9e-48bf-89cf-78db09b798f0,qa,qa,1,2026-09-24T18:11:32.380Z
rework:595bd193aeb2f65e5db1b990c5df7bb7d69c8e0bfe7af3fc92a355dac6beafeb,5bbad7fb-5eeb-4d95-acb3-935be82deb53,engine,implement,2,2026-09-24T18:51:14.329Z
rework:832b4b56bc4e1559f24cd124db8cdc62bd9236a632cbd9ebe53dd11297328ef0,3b06c51e-cf86-4dce-9f19-d412d3ad6068,engine,land,1,2026-09-24T18:54:41.838Z
rework:59cbbf29cc093f5fd229d63bee998f6975724c029a97341434056d35233c0d14,37b0cd13-9ff2-445f-ab31-0d5dfc742b13,engine,land,1,2026-09-24T19:27:15.384Z
rework:247cad864a91c90898b465ce8ef144b37be5c56da1e23a47c65f02c96a36a5ed,3b06c51e-cf86-4dce-9f19-d412d3ad6068,engine,implement,2,2026-09-24T19:49:52.806Z
rework:afc6005b54de94dcddd14d3dedea2eda7e74e34661bf9058901d661518bf2894,3b06c51e-cf86-4dce-9f19-d412d3ad6068,lead,land,1,2026-09-24T20:24:34.021Z
rework:e70dd926fb1ba9d9a1acbf60d6268fb0d3ebfbb0124c67301e7cffa91d8fd3bf,3b06c51e-cf86-4dce-9f19-d412d3ad6068,lead,implement,3,2026-09-24T20:38:13.893Z
rework:a7c6f47ad46b3d5f8848c06ba1c2e3342d4c0648a3581da06bb58c2fae10d0f9,3b06c51e-cf86-4dce-9f19-d412d3ad6068,lead,founder_gate,2,2026-09-24T21:42:26.678Z
rework:d613496b1087fe51838e078986e0522f27a810bddf0cf1b21da643c4296bffb3,5bbad7fb-5eeb-4d95-acb3-935be82deb53,qa,qa,2,2026-09-24T21:57:16.299Z
rework:1ff47f589efcdb520b9ed6ef4e5c484c03410dd9286638d41620a1e36636385d,2d648474-3fad-45aa-a992-f3ae8c808c47,lead,founder_gate,1,2026-09-24T22:58:04.265Z
rework:939c6b89d8d5196e1af30cc45afecba201befd21a357894633c6cbc211b0e047,9054a9ec-9b70-40ef-a30b-818a9ccf68af,lead,founder_gate,1,2026-09-24T23:02:02.976Z
rework:cf8369012a55ed1681a1058d2de7ceff2d5836ca4fb8b0c0317994ee0be502cb,5bbad7fb-5eeb-4d95-acb3-935be82deb53,qa,implement,3,2026-09-24T23:13:18.223Z
rework:c05a00db7012decfa37fee79cd6ce5e365009949422e501ca5630ece882b23af,a7ea7fa2-610e-4940-b02c-511554f7d895,qa,qa,1,2026-09-24T23:18:34.447Z
rework:cd591347b367235169717f1cd74ed13258bd0448f2e60f3eac69124323916fb2,5bbad7fb-5eeb-4d95-acb3-935be82deb53,qa,qa,3,2026-09-24T23:33:57.754Z
rework:b1046a1c41ab2403c3b19abe7a056642eca977f6d1c71298ee0b0035c9e73844,2d648474-3fad-45aa-a992-f3ae8c808c47,lead,implement,2,2026-09-25T00:01:29.663Z
rework:56df34809900f2123f1cf16025ac3b1fd4ce2bcd76370846661fb48d96a92361,a7ea7fa2-610e-4940-b02c-511554f7d895,qa,implement,2,2026-09-25T00:03:23.006Z
rework:1e406ff640fed03cb90d9f44d40616fbd062e0c4ec852a9bbf8a435c096d60d0,a7ea7fa2-610e-4940-b02c-511554f7d895,qa,qa,2,2026-09-25T00:24:00.340Z
rework:c99a41c95942144e877bd3d6a04933b0dab5f8c4769cdccde75677076b54683e,c73c8847-ea86-4851-864f-c8f5a1a425eb,qa,qa,1,2026-09-25T00:30:42.059Z
rework:e13d34eb7fc16faa57456edae955200db059fe1b45b9b453ebf655ffb1a74ade,bad2e41e-d646-4a69-8c8c-6bc380778ae0,qa,qa,1,2026-09-25T00:32:56.340Z
rework:f6d2bc97aee8991dc9fb55c63b9ad82b39ede6c5e91a69c5a21603459e042ab7,6f37ac94-833b-488f-b74b-8d023c061f31,qa,qa,1,2026-09-25T03:39:41.673Z
rework:dff22a85bd2f9c429a2e441db597cc26d31935601d3e1d75793e1f833f06f88b,21883c18-dddc-4345-86e7-6a1c5b8d9664,lead,founder_gate,1,2026-09-25T03:42:30.640Z
rework:e2c7dcb550cbedde018587c807b836f3d40278196557ddb68eb37000006ffc97,c73c8847-ea86-4851-864f-c8f5a1a425eb,qa,implement,2,2026-09-25T03:55:11.535Z
rework:2c91b7a0e22669f0c876751b4fa69e30b6d26009187ba08c53f042607fc18397,22c7f9c7-9db7-43cf-9cfd-365d90564d84,qa,qa,1,2026-09-25T04:23:03.264Z
rework:dc0eb47a3819ef3c5a43243f583fbf82a0720f95c7833bdf9c81e2cf3746d878,29bef683-e628-4291-b608-1882a2fec14e,qa,qa,1,2026-09-25T04:30:09.088Z
rework:a9542764b00d8d585e32e046092a94f1bf27ee6d90826ef4f8398b80c24b50bd,22c7f9c7-9db7-43cf-9cfd-365d90564d84,qa,implement,2,2026-09-25T04:40:04.766Z
rework:1533f27e74e3f782fa62e6a72eb4837ebc55ada9e90a38be2b3d64aec3212615,29bef683-e628-4291-b608-1882a2fec14e,qa,implement,2,2026-09-25T04:55:14.811Z
rework:7d59d9465f9a71573df640eedfdc1c30245614fc34345f865a9280df0662228c,f42e1847-6b21-4a08-b5d3-25501a1970e6,qa,qa,1,2026-09-25T04:57:01.233Z
rework:4f6673dd082ef7775c45bc8a57ca2a209ed37f098a77fcb4da900cb390d24b1d,953ede7c-b04f-4c83-b29a-996be107c15f,qa,qa,1,2026-09-25T05:00:28.625Z
rework:ec62070ce444a52c5c5f86b72b726b509831bd394f85614629ea94e6085e560c,bad2e41e-d646-4a69-8c8c-6bc380778ae0,qa,implement,2,2026-09-25T05:12:35.612Z
rework:d305b3c8c693d9533b2332832c557c55a80db39dc659f10c1b3d4cd49668258c,bad2e41e-d646-4a69-8c8c-6bc380778ae0,qa,qa,2,2026-09-25T05:23:26.215Z
rework:c4f43a3cc5c3584a43800ea43f4c5cf4c024502306a48591f8a9851b75576070,953ede7c-b04f-4c83-b29a-996be107c15f,qa,implement,2,2026-09-25T05:34:22.445Z
rework:8f8ab2168a706d2ac9d6af57e3a49ea3df4c89d9729a40f2e6e80a44a485b672,f42e1847-6b21-4a08-b5d3-25501a1970e6,qa,implement,2,2026-09-25T05:53:27.238Z
rework:09daa4b9f3c8dd2733a02920b7c093b0522846712b0b0b1437110f02ad124eda,2d648474-3fad-45aa-a992-f3ae8c808c47,qa,qa,2,2026-09-25T06:41:04.126Z
rework:f82b2ea696a6b2ce28a4703fe7e546dfc434513c9bd44f5f52ffc03dbf6b9f64,2d648474-3fad-45aa-a992-f3ae8c808c47,qa,implement,3,2026-09-25T07:11:52.009Z
rework:27e2b1db4f4e977817e60e6f98fd0650b6ec225831a2be9c53b21b0d7f5b06ce,2d648474-3fad-45aa-a992-f3ae8c808c47,qa,qa,3,2026-09-25T07:32:43.810Z
rework:7753ec455ee15c5e0dbe1685dc127a832288c544fe0a75e7a4704c1fa64b28d6,f42e1847-6b21-4a08-b5d3-25501a1970e6,qa,qa,2,2026-09-25T07:44:50.030Z
rework:d88e9c7477448c99993964521ebc89a04e1c0c601fd9cb70ac776b03e9174246,2d648474-3fad-45aa-a992-f3ae8c808c47,qa,implement,4,2026-09-25T07:46:09.902Z
rework:93487daea7d560d93d26c0e1891840b2960e5a678999c82de3cfdbb731f3162d,946fe3d7-ff04-43a4-aabc-f0f310802a79,qa,qa,1,2026-09-25T09:28:54.652Z
rework:cb4c3ed0bf573a6cd238dcabbc6cf85da24af6ea7b7fdc5c77be683135000820,fb77977c-d7bc-4603-8e1a-ce675d14e8ad,qa,qa,1,2026-09-25T09:29:19.949Z
rework:17186382474c2e112e22f475af3ab15103a265524ea105a4d1ac9ba56c91b919,cbdcf921-e0c6-40c3-827d-c5d70cb8145f,qa,qa,1,2026-09-25T09:36:10.223Z
rework:d9c5dd5420264c10a6e81339291530a61caea7f91551ede5c0e1ba3b2a1aef65,946fe3d7-ff04-43a4-aabc-f0f310802a79,qa,implement,2,2026-09-25T09:37:27.732Z
rework:977715723be8d8f257b345835ba0300e847f14c64bdf0e94db7402f1bb465337,fb77977c-d7bc-4603-8e1a-ce675d14e8ad,qa,implement,2,2026-09-25T10:10:08.421Z
rework:8b818f723d9ca3bcac1c3be1362c47faa19eea91d1770e95a216a30d32ab05f5,fb77977c-d7bc-4603-8e1a-ce675d14e8ad,qa,qa,2,2026-09-25T10:32:59.270Z
rework:9df1a67e7b19e3e392d3eca8d856c0d5da382ef59debca6be11ab8aa43d7925c,cbdcf921-e0c6-40c3-827d-c5d70cb8145f,qa,implement,2,2026-09-25T10:37:38.249Z
rework:bad168e337c46dcc30613c9457a3e21b79bd7cfe6a5256670d0c393aea045609,cbdcf921-e0c6-40c3-827d-c5d70cb8145f,qa,qa,2,2026-09-25T11:10:09.537Z
rework:b1e63fc7ac3478735c3ba75ec1a560ad1be233115379b549859aa3d1c35fe3ba,b8437b3b-beea-4ff5-88ee-9f73cf8d0ba9,qa,qa,1,2026-09-25T12:11:07.013Z
rework:bccab4c38e280ac35175edfa68364e76fc4dd57bd74ccdf30659b47ca2895042,b8437b3b-beea-4ff5-88ee-9f73cf8d0ba9,qa,implement,2,2026-09-25T12:48:04.283Z
rework:6ca28ea1fd2fce4b1360cb7f2128950d2b35da4cd659788b690884284f51fd69,5cce900c-3190-4ebd-948c-94d01a57442f,engine,land,1,2026-09-25T18:12:44.283Z
rework:2d5b07db945c24faa6418d27985dc48b95ea9df7b8fadb6aead711c854e36e6c,c73c8847-ea86-4851-864f-c8f5a1a425eb,engine,land,1,2026-09-25T18:24:59.872Z
rework:6b015a3cccec8b509381cd33cb2322b3a83cad6290d80f814b4f478cc981b6e9,424be69b-239a-4e47-a557-102431d33e5a,engine,land,1,2026-09-25T18:25:27.596Z
rework:71c80ae6de01cee48f306470afbaed3db1c565ecd61a297c54b030bf4fc9763b,5cce900c-3190-4ebd-948c-94d01a57442f,engine,implement,2,2026-09-25T18:26:43.327Z
rework:ea79bad525b5f3a358709f92ac2672d2f71ffb86e349dda9bc89c82d74e8c8e1,8020b29a-2572-4de8-8483-093bfee55d20,lead,founder_gate,1,2026-09-25T18:27:16.779Z
rework:007b548651de9df9774af21f2ff49d523c76388d13815c1fcdf7a9347f95068d,556f5bf9-ec7d-4b08-8986-3c603f1d06ef,qa,qa,1,2026-09-25T18:35:30.233Z
rework:86ff9a69c34026b010d4f6f813e1daa71d8e05e41109a1f16290d6d90fb604b0,424be69b-239a-4e47-a557-102431d33e5a,engine,implement,2,2026-09-25T18:58:05.296Z
rework:b61fb713ed4c00fd6d4da49941a6d4e2c979aaf75f2e4673422e415874aa57f3,55409ce7-cdf1-402b-9153-ea933df59d9b,qa,qa,1,2026-09-25T20:00:24.590Z
rework:c0ca19e94ba221a3758c64360329d2cf360f30dbae066831eaae752e37febd8f,556f5bf9-ec7d-4b08-8986-3c603f1d06ef,qa,implement,2,2026-09-25T20:09:46.957Z
rework:93e9a2ac4396c4f69c040cf5647b36e55f5c08d97e67ede0a16f606d8fa8897f,55409ce7-cdf1-402b-9153-ea933df59d9b,qa,implement,2,2026-09-25T20:25:34.241Z
rework:d8179f2ddd5204e2f585548d985f3cb15a7b8306da0f2fa7a5bcf35bc6c7f3e9,1de91237-c761-49e6-8e18-1c045cf72f58,lead,founder_gate,1,2026-09-25T20:40:18.023Z
